-50	2.293181 
-40	2.313788 
-30	2.277332 
-20	2.303802 
-10	2.293623 
0	2.299697 
10	2.296219 
20	2.310335 
30	2.322849 
40	2.336169 
50	2.331701 
60	2.352029 
70	2.352065 
80	2.352954 
90	2.362806 
100	2.368461 
110	2.361023 
120	2.361501 
130	2.377057 
140	2.380583 
150	2.399973 
160	2.389773 
170	2.406483 
180	2.408404 
190	2.418025 
200	2.429180 
210	2.419459 
220	2.421995 
230	2.427719 
240	2.430307 
250	2.428077 
260	2.450490 
270	2.434290 
280	2.444567 
290	2.444925 
300	2.468001 
310	2.460877 
320	2.461879 
330	2.474922 
340	2.466079 
350	2.473489 
360	2.485373 
370	2.478042 
380	2.483876 
390	2.481974 
400	2.502560 
410	2.495167 
420	2.487078 
430	2.502084 
440	2.508765 
450	2.515342 
460	2.523641 
470	2.505021 
480	2.521351 
490	2.515807 
500	2.521159 
510	2.513482 
520	2.532861 
530	2.547727 
540	2.541481 
550	2.532475 
560	2.542623 
570	2.534076 
580	2.536212 
590	2.536184 
600	2.535489 
