-50	2.261840 
-40	2.262234 
-30	2.274877 
-20	2.276739 
-10	2.273561 
0	2.269510 
10	2.284361 
20	2.273735 
30	2.277213 
40	2.276142 
50	2.284805 
60	2.302234 
70	2.283794 
80	2.291913 
90	2.301792 
100	2.293097 
110	2.300801 
120	2.299733 
130	2.317843 
140	2.312486 
150	2.313806 
160	2.292612 
170	2.304130 
180	2.303819 
190	2.313008 
200	2.320086 
210	2.335477 
220	2.302633 
230	2.318974 
240	2.313692 
250	2.325154 
260	2.299267 
270	2.349427 
280	2.319747 
290	2.322197 
300	2.342146 
310	2.343904 
320	2.335999 
330	2.347874 
340	2.355735 
350	2.330999 
360	2.359685 
370	2.355704 
380	2.335797 
390	2.336749 
400	2.351604 
410	2.338412 
420	2.348953 
430	2.349923 
440	2.354894 
450	2.337401 
460	2.363264 
470	2.356867 
480	2.356507 
490	2.367886 
500	2.341771 
510	2.359112 
520	2.364099 
530	2.379343 
540	2.349215 
550	2.361965 
560	2.369244 
570	2.384204 
580	2.377465 
590	2.375772 
600	2.379771 
