-50	2.299167 
-40	2.289095 
-30	2.298102 
-20	2.268056 
-10	2.286393 
0	2.280910 
10	2.888771 
20	3.013980 
30	3.049788 
40	3.064582 
50	3.071537 
60	3.061646 
70	3.066884 
80	3.056553 
90	3.068671 
100	3.055936 
110	3.075304 
120	3.066854 
130	3.069631 
140	3.081164 
150	3.064026 
160	3.057192 
170	3.068336 
180	3.078784 
190	3.058686 
200	3.070413 
210	3.061635 
220	3.062486 
230	3.069206 
240	3.064988 
250	3.070230 
260	3.057077 
270	3.073757 
280	3.075644 
290	3.074735 
300	3.054138 
310	3.081396 
320	3.063696 
330	3.075546 
340	3.061150 
350	3.073127 
360	3.074222 
370	3.071715 
380	3.053198 
390	3.054743 
400	3.078042 
410	3.065767 
420	3.065975 
430	3.065028 
440	3.069557 
450	3.068955 
460	3.052329 
470	3.076351 
480	3.073351 
490	3.060218 
500	3.063405 
510	3.084800 
520	3.061212 
530	3.064143 
540	3.074561 
550	3.070525 
560	3.064247 
570	3.076410 
580	3.073588 
590	3.074614 
600	3.066540 
