-50	2.276188 
-40	2.251394 
-30	2.253701 
-20	2.266555 
-10	2.239290 
0	2.264840 
10	3.059399 
20	3.338990 
30	3.468737 
40	3.556508 
50	3.575610 
60	3.613370 
70	3.636620 
80	3.644135 
90	3.642893 
100	3.649628 
110	3.645296 
120	3.656615 
130	3.651450 
140	3.654599 
150	3.670222 
160	3.645837 
170	3.643818 
180	3.667793 
190	3.658691 
200	3.651871 
210	3.658282 
220	3.668188 
230	3.653483 
240	3.656752 
250	3.653048 
260	3.643785 
270	3.655111 
280	3.668360 
290	3.654661 
300	3.651458 
310	3.654326 
320	3.651834 
330	3.647381 
340	3.636999 
350	3.643736 
360	3.642499 
370	3.660095 
380	3.644345 
390	3.658344 
400	3.672638 
410	3.647572 
420	3.647768 
430	3.661777 
440	3.669066 
450	3.670972 
460	3.674728 
470	3.659758 
480	3.654446 
490	3.663207 
500	3.654906 
510	3.661327 
520	3.665070 
530	3.664409 
540	3.668768 
550	3.654521 
560	3.657825 
570	3.662621 
580	3.650299 
590	3.657167 
600	3.674158 
