-50	2.251136 
-40	2.249853 
-30	2.263030 
-20	2.249562 
-10	2.261125 
0	2.251778 
10	2.260020 
20	2.277389 
30	2.266675 
40	2.282664 
50	2.292199 
60	2.284155 
70	2.298050 
80	2.292464 
90	2.298133 
100	2.291505 
110	2.304216 
120	2.302695 
130	2.306705 
140	2.314363 
150	2.318192 
160	2.310353 
170	2.334378 
180	2.335559 
190	2.333238 
200	2.325419 
210	2.327010 
220	2.321719 
230	2.328171 
240	2.326562 
250	2.330739 
260	2.343404 
270	2.331972 
280	2.337581 
290	2.352720 
300	2.360438 
310	2.351178 
320	2.352944 
330	2.356280 
340	2.344709 
350	2.369533 
360	2.350413 
370	2.355230 
380	2.369118 
390	2.362631 
400	2.366957 
410	2.372317 
420	2.361110 
430	2.368103 
440	2.372165 
450	2.372649 
460	2.381870 
470	2.388601 
480	2.385627 
490	2.391829 
500	2.387042 
510	2.380907 
520	2.388534 
530	2.383798 
540	2.381534 
550	2.382186 
560	2.396955 
570	2.389598 
580	2.405732 
590	2.384919 
600	2.404731 
