-50	2.271700 
-40	2.275743 
-30	2.269639 
-20	2.253442 
-10	2.286232 
0	2.269913 
10	2.278962 
20	2.298668 
30	2.300916 
40	2.298577 
50	2.314635 
60	2.308320 
70	2.320181 
80	2.329995 
90	2.327014 
100	2.329393 
110	2.334344 
120	2.340438 
130	2.338370 
140	2.357722 
150	2.348092 
160	2.357043 
170	2.356399 
180	2.362932 
190	2.366583 
200	2.359487 
210	2.360657 
220	2.365119 
230	2.386726 
240	2.385767 
250	2.387309 
260	2.384592 
270	2.392462 
280	2.393309 
290	2.391297 
300	2.386882 
310	2.391237 
320	2.393620 
330	2.399471 
340	2.398770 
350	2.394460 
360	2.396726 
370	2.395614 
380	2.401875 
390	2.404907 
400	2.403832 
410	2.407211 
420	2.414767 
430	2.394257 
440	2.410481 
450	2.412628 
460	2.407592 
470	2.402340 
480	2.402809 
490	2.414172 
500	2.416471 
510	2.408514 
520	2.419959 
530	2.419168 
540	2.430722 
550	2.417075 
560	2.408952 
570	2.400002 
580	2.409603 
590	2.425283 
600	2.406739 
