-50	2.290799 
-40	2.289916 
-30	2.278775 
-20	2.294373 
-10	2.290654 
0	2.294891 
10	2.324255 
20	2.332651 
30	2.356817 
40	2.385124 
50	2.396457 
60	2.416491 
70	2.426727 
80	2.431088 
90	2.440547 
100	2.445643 
110	2.463028 
120	2.463791 
130	2.460998 
140	2.474051 
150	2.466922 
160	2.479727 
170	2.481077 
180	2.494135 
190	2.489479 
200	2.495684 
210	2.493108 
220	2.489046 
230	2.500468 
240	2.495368 
250	2.497064 
260	2.502859 
270	2.507467 
280	2.503607 
290	2.509523 
300	2.515989 
310	2.522425 
320	2.512638 
330	2.518808 
340	2.511418 
350	2.524485 
360	2.509714 
370	2.514376 
380	2.523576 
390	2.532102 
400	2.519501 
410	2.522266 
420	2.513482 
430	2.521311 
440	2.536285 
450	2.520136 
460	2.527320 
470	2.525910 
480	2.517515 
490	2.518896 
500	2.531631 
510	2.525628 
520	2.523509 
530	2.515418 
540	2.524578 
550	2.535434 
560	2.529529 
570	2.523769 
580	2.524565 
590	2.519491 
600	2.534844 
