-50	2.299499 
-40	2.305140 
-30	2.300155 
-20	2.300679 
-10	2.297357 
0	2.286172 
10	2.599852 
20	2.605402 
30	2.609109 
40	2.606319 
50	2.605262 
60	2.600770 
70	2.601473 
80	2.601903 
90	2.607271 
100	2.602351 
110	2.603471 
120	2.609222 
130	2.621593 
140	2.609593 
150	2.602320 
160	2.594231 
170	2.616367 
180	2.607239 
190	2.616114 
200	2.600910 
210	2.607603 
220	2.613828 
230	2.602445 
240	2.600560 
250	2.598601 
260	2.599925 
270	2.603788 
280	2.615807 
290	2.604087 
300	2.610929 
310	2.616647 
320	2.601565 
330	2.613143 
340	2.610099 
350	2.609488 
360	2.606825 
370	2.599301 
380	2.605174 
390	2.612434 
400	2.606438 
410	2.610446 
420	2.615846 
430	2.613054 
440	2.604362 
450	2.604633 
460	2.600755 
470	2.606388 
480	2.597664 
490	2.608796 
500	2.608866 
510	2.601530 
520	2.612867 
530	2.599431 
540	2.618059 
550	2.613625 
560	2.605473 
570	2.605483 
580	2.604009 
590	2.614636 
600	2.607190 
