-50	2.311028 
-40	2.321516 
-30	2.308062 
-20	2.314243 
-10	2.315807 
0	2.302031 
10	2.342491 
20	2.360946 
30	2.380014 
40	2.404623 
50	2.415058 
60	2.426337 
70	2.441140 
80	2.450506 
90	2.455254 
100	2.473673 
110	2.474347 
120	2.471039 
130	2.489218 
140	2.492222 
150	2.490975 
160	2.505380 
170	2.490104 
180	2.515315 
190	2.531199 
200	2.511332 
210	2.519170 
220	2.531742 
230	2.527620 
240	2.527713 
250	2.528099 
260	2.527019 
270	2.531243 
280	2.537986 
290	2.531225 
300	2.528429 
310	2.534236 
320	2.543889 
330	2.533878 
340	2.538272 
350	2.541036 
360	2.533927 
370	2.536195 
380	2.541085 
390	2.546126 
400	2.537700 
410	2.534823 
420	2.528920 
430	2.552346 
440	2.544873 
450	2.540616 
460	2.543342 
470	2.545089 
480	2.539231 
490	2.554859 
500	2.545759 
510	2.545770 
520	2.550408 
530	2.544147 
540	2.546709 
550	2.550213 
560	2.536739 
570	2.545365 
580	2.550694 
590	2.546585 
600	2.544147 
