-50	2.256102 
-40	2.277101 
-30	2.261853 
-20	2.262784 
-10	2.281801 
0	2.270315 
10	2.651742 
20	2.813056 
30	2.949965 
40	3.057492 
50	3.167318 
60	3.249499 
70	3.311324 
80	3.387325 
90	3.429949 
100	3.509051 
110	3.543387 
120	3.566237 
130	3.581586 
140	3.616845 
150	3.653733 
160	3.668430 
170	3.693191 
180	3.714985 
190	3.751510 
200	3.755619 
210	3.762151 
220	3.769078 
230	3.790365 
240	3.786547 
250	3.815421 
260	3.829624 
270	3.805759 
280	3.834027 
290	3.821199 
300	3.829774 
310	3.837627 
320	3.831003 
330	3.844627 
340	3.847217 
350	3.832354 
360	3.849432 
370	3.840200 
380	3.851400 
390	3.856289 
400	3.856240 
410	3.857456 
420	3.847051 
430	3.858202 
440	3.858956 
450	3.877891 
460	3.846406 
470	3.872190 
480	3.867740 
490	3.863686 
500	3.873625 
510	3.857509 
520	3.869225 
530	3.871891 
540	3.876791 
550	3.873246 
560	3.870463 
570	3.883591 
580	3.872151 
590	3.890279 
600	3.872680 
