-50	2.288309 
-40	2.309702 
-30	2.302715 
-20	2.276026 
-10	2.306169 
0	2.297748 
10	2.343049 
20	2.379884 
30	2.407557 
40	2.417640 
50	2.428994 
60	2.459423 
70	2.456366 
80	2.504026 
90	2.495866 
100	2.518515 
110	2.520533 
120	2.547584 
130	2.557478 
140	2.561730 
150	2.559969 
160	2.571590 
170	2.603282 
180	2.589606 
190	2.599899 
200	2.617927 
210	2.612786 
220	2.632279 
230	2.658473 
240	2.656149 
250	2.649942 
260	2.658836 
270	2.654788 
280	2.671555 
290	2.666083 
300	2.684827 
310	2.698975 
320	2.715448 
330	2.711801 
340	2.715117 
350	2.733715 
360	2.722014 
370	2.743697 
380	2.763440 
390	2.754564 
400	2.755175 
410	2.765639 
420	2.775925 
430	2.788679 
440	2.789866 
450	2.796437 
460	2.806922 
470	2.809345 
480	2.823520 
490	2.834664 
500	2.828708 
510	2.842891 
520	2.851296 
530	2.845557 
540	2.872179 
550	2.870939 
560	2.879482 
570	2.885677 
580	2.888535 
590	2.880780 
600	2.913975 
